"product_id","product_title","product_description","in_stock","price","slug","category_id"
859,"Product 859","Product description 859",32,87.68,"Product-859",20
860,"Product 860","Product description 860",44,183.72,"Product-860",5
861,"Product 861","Product description 861",18,148.82,"Product-861",2
862,"Product 862","Product description 862",16,350.06,"Product-862",14
863,"Product 863","Product description 863",38,132.86,"Product-863",5
864,"Product 864","Product description 864",19,375.6,"Product-864",3
865,"Product 865","Product description 865",5,14.84,"Product-865",11
866,"Product 866","Product description 866",0,350.82,"Product-866",9
867,"Product 867","Product description 867",1,225.34,"Product-867",9
868,"Product 868","Product description 868",21,345.64,"Product-868",16
869,"Product 869","Product description 869",18,352.66,"Product-869",11
870,"Product 870","Product description 870",42,320.24,"Product-870",6
871,"Product 871","Product description 871",7,202.32,"Product-871",18
872,"Product 872","Product description 872",34,341.4,"Product-872",10
873,"Product 873","Product description 873",22,208.2,"Product-873",12
874,"Product 874","Product description 874",24,307.54,"Product-874",4
875,"Product 875","Product description 875",1,228.3,"Product-875",6
876,"Product 876","Product description 876",24,128.32,"Product-876",3
877,"Product 877","Product description 877",9,358.1,"Product-877",1
878,"Product 878","Product description 878",4,83.32,"Product-878",4
879,"Product 879","Product description 879",15,241.96,"Product-879",10
880,"Product 880","Product description 880",47,108.4,"Product-880",17
881,"Product 881","Product description 881",18,313.46,"Product-881",6
882,"Product 882","Product description 882",21,35.32,"Product-882",9
883,"Product 883","Product description 883",1,306.18,"Product-883",2
884,"Product 884","Product description 884",21,357.28,"Product-884",8
885,"Product 885","Product description 885",21,120.4,"Product-885",17
886,"Product 886","Product description 886",20,209.58,"Product-886",12
887,"Product 887","Product description 887",21,242.96,"Product-887",16
888,"Product 888","Product description 888",8,137.94,"Product-888",18
889,"Product 889","Product description 889",40,175.8,"Product-889",20
890,"Product 890","Product description 890",11,213.2,"Product-890",13
891,"Product 891","Product description 891",20,375.78,"Product-891",3
892,"Product 892","Product description 892",41,356.3,"Product-892",17
893,"Product 893","Product description 893",25,315.82,"Product-893",16
894,"Product 894","Product description 894",13,5.12,"Product-894",20
895,"Product 895","Product description 895",31,145.86,"Product-895",12
896,"Product 896","Product description 896",39,291.7,"Product-896",2
897,"Product 897","Product description 897",15,209.14,"Product-897",4
898,"Product 898","Product description 898",0,181.62,"Product-898",18
899,"Product 899","Product description 899",26,147,"Product-899",8
900,"Product 900","Product description 900",13,81.44,"Product-900",4
901,"Product 901","Product description 901",22,124.56,"Product-901",9
902,"Product 902","Product description 902",38,265.16,"Product-902",3
903,"Product 903","Product description 903",30,83.7,"Product-903",9
904,"Product 904","Product description 904",17,49.4,"Product-904",8
905,"Product 905","Product description 905",44,85.76,"Product-905",9
906,"Product 906","Product description 906",17,288.22,"Product-906",8
907,"Product 907","Product description 907",50,28.6,"Product-907",17
908,"Product 908","Product description 908",4,38.2,"Product-908",20
909,"Product 909","Product description 909",23,154.7,"Product-909",9
910,"Product 910","Product description 910",19,359.98,"Product-910",11
911,"Product 911","Product description 911",16,20.94,"Product-911",2
912,"Product 912","Product description 912",6,137.54,"Product-912",6
913,"Product 913","Product description 913",5,342.54,"Product-913",2
914,"Product 914","Product description 914",6,265.36,"Product-914",9
915,"Product 915","Product description 915",47,368.92,"Product-915",15
916,"Product 916","Product description 916",26,386.54,"Product-916",3
917,"Product 917","Product description 917",40,125.18,"Product-917",1
918,"Product 918","Product description 918",46,8.06,"Product-918",12
919,"Product 919","Product description 919",7,255.18,"Product-919",7
920,"Product 920","Product description 920",29,394.5,"Product-920",4
921,"Product 921","Product description 921",12,245.8,"Product-921",10
922,"Product 922","Product description 922",10,179.28,"Product-922",7
923,"Product 923","Product description 923",12,141.1,"Product-923",7
924,"Product 924","Product description 924",27,215.32,"Product-924",10
925,"Product 925","Product description 925",31,128.72,"Product-925",4
926,"Product 926","Product description 926",44,233.5,"Product-926",1
927,"Product 927","Product description 927",8,363.58,"Product-927",2
928,"Product 928","Product description 928",16,288.06,"Product-928",10
929,"Product 929","Product description 929",2,265.74,"Product-929",6
930,"Product 930","Product description 930",30,255.68,"Product-930",18
931,"Product 931","Product description 931",43,219.74,"Product-931",1
932,"Product 932","Product description 932",49,232.72,"Product-932",1
933,"Product 933","Product description 933",15,133.02,"Product-933",6
934,"Product 934","Product description 934",43,341.72,"Product-934",19
935,"Product 935","Product description 935",13,54.78,"Product-935",13
936,"Product 936","Product description 936",33,83.92,"Product-936",17
937,"Product 937","Product description 937",1,149.06,"Product-937",8
938,"Product 938","Product description 938",18,362.64,"Product-938",5
939,"Product 939","Product description 939",2,40.98,"Product-939",19
940,"Product 940","Product description 940",28,75.64,"Product-940",18
941,"Product 941","Product description 941",0,148.18,"Product-941",3
942,"Product 942","Product description 942",10,182.3,"Product-942",9
943,"Product 943","Product description 943",6,365.94,"Product-943",20
944,"Product 944","Product description 944",1,104.32,"Product-944",4
945,"Product 945","Product description 945",4,329.68,"Product-945",17
946,"Product 946","Product description 946",36,45.76,"Product-946",7
947,"Product 947","Product description 947",17,118.36,"Product-947",15
948,"Product 948","Product description 948",25,119.52,"Product-948",5
949,"Product 949","Product description 949",19,60.78,"Product-949",3
950,"Product 950","Product description 950",19,348.7,"Product-950",1
951,"Product 951","Product description 951",19,327.18,"Product-951",1
952,"Product 952","Product description 952",14,335.12,"Product-952",11
953,"Product 953","Product description 953",44,277.12,"Product-953",7
954,"Product 954","Product description 954",8,301.96,"Product-954",2
955,"Product 955","Product description 955",46,87.2,"Product-955",2
956,"Product 956","Product description 956",6,343.64,"Product-956",7
957,"Product 957","Product description 957",13,230.4,"Product-957",17
958,"Product 958","Product description 958",13,148.72,"Product-958",3
959,"Product 959","Product description 959",6,329.8,"Product-959",13
960,"Product 960","Product description 960",13,37.64,"Product-960",8
961,"Product 961","Product description 961",17,60.12,"Product-961",10
962,"Product 962","Product description 962",25,26.3,"Product-962",5
963,"Product 963","Product description 963",37,273.54,"Product-963",19
964,"Product 964","Product description 964",6,264.42,"Product-964",16
965,"Product 965","Product description 965",11,83.32,"Product-965",16
966,"Product 966","Product description 966",32,104.64,"Product-966",9
967,"Product 967","Product description 967",47,209.42,"Product-967",15
968,"Product 968","Product description 968",13,202.66,"Product-968",12
969,"Product 969","Product description 969",47,329.78,"Product-969",17
970,"Product 970","Product description 970",41,329.18,"Product-970",12
971,"Product 971","Product description 971",17,42.42,"Product-971",18
972,"Product 972","Product description 972",50,200.76,"Product-972",8
973,"Product 973","Product description 973",36,95.86,"Product-973",3
974,"Product 974","Product description 974",33,177.78,"Product-974",9
975,"Product 975","Product description 975",13,174.14,"Product-975",17
976,"Product 976","Product description 976",5,321.14,"Product-976",5
977,"Product 977","Product description 977",43,302.1,"Product-977",17
978,"Product 978","Product description 978",14,251.56,"Product-978",3
979,"Product 979","Product description 979",21,251.8,"Product-979",1
980,"Product 980","Product description 980",37,66.84,"Product-980",14
981,"Product 981","Product description 981",34,25.72,"Product-981",12
982,"Product 982","Product description 982",37,171.04,"Product-982",11
983,"Product 983","Product description 983",34,184.08,"Product-983",17
984,"Product 984","Product description 984",7,75.84,"Product-984",11
985,"Product 985","Product description 985",11,191.52,"Product-985",15
986,"Product 986","Product description 986",43,101.66,"Product-986",19
987,"Product 987","Product description 987",8,70.86,"Product-987",1
988,"Product 988","Product description 988",4,363.98,"Product-988",19
989,"Product 989","Product description 989",4,319.26,"Product-989",6
990,"Product 990","Product description 990",42,229.44,"Product-990",1
991,"Product 991","Product description 991",40,228.22,"Product-991",6
992,"Product 992","Product description 992",39,363.48,"Product-992",16
993,"Product 993","Product description 993",33,27.44,"Product-993",7
994,"Product 994","Product description 994",26,187.24,"Product-994",1
995,"Product 995","Product description 995",45,292.72,"Product-995",18
996,"Product 996","Product description 996",33,303.48,"Product-996",5
997,"Product 997","Product description 997",9,177.1,"Product-997",15
998,"Product 998","Product description 998",21,391.46,"Product-998",3
999,"Product 999","Product description 999",27,16.42,"Product-999",5
1000,"Product 1000","Product description 1000",34,59.46,"Product-1000",5
1001,"Product 1001","Product description 1001",47,347.4,"Product-1001",16
1002,"Product 1002","Product description 1002",41,251.38,"Product-1002",12
1003,"Product 1003","Product description 1003",32,189.18,"Product-1003",5
1004,"Product 1004","Product description 1004",34,22.7,"Product-1004",13
1005,"Product 1005","Product description 1005",42,196.7,"Product-1005",9
1006,"Product 1006","Product description 1006",6,247.22,"Product-1006",10
1007,"Product 1007","Product description 1007",22,31.52,"Product-1007",7
1008,"Product 1008","Product description 1008",39,394.9,"Product-1008",14
1009,"Product 1009","Product description 1009",18,299.8,"Product-1009",5
1010,"Product 1010","Product description 1010",30,387.8,"Product-1010",1
1011,"Product 1011","Product description 1011",34,335.96,"Product-1011",6
1012,"Product 1012","Product description 1012",41,158.2,"Product-1012",7
1013,"Product 1013","Product description 1013",20,141.7,"Product-1013",17
1014,"Product 1014","Product description 1014",8,53.24,"Product-1014",13
1015,"Product 1015","Product description 1015",48,204.26,"Product-1015",7
1016,"Product 1016","Product description 1016",27,370.56,"Product-1016",5
1017,"Product 1017","Product description 1017",40,267.88,"Product-1017",17
1018,"Product 1018","Product description 1018",21,244.38,"Product-1018",12
1019,"Product 1019","Product description 1019",30,48.08,"Product-1019",20
1020,"Product 1020","Product description 1020",1,156.76,"Product-1020",1
1021,"Product 1021","Product description 1021",43,154.38,"Product-1021",17
1022,"Product 1022","Product description 1022",16,32.2,"Product-1022",14
1023,"Product 1023","Product description 1023",15,313.04,"Product-1023",16
1024,"Product 1024","Product description 1024",34,389.38,"Product-1024",12
1025,"Product 1025","Product description 1025",38,104.98,"Product-1025",1
1026,"Product 1026","Product description 1026",44,70.46,"Product-1026",6
1027,"Product 1027","Product description 1027",40,273.62,"Product-1027",1
1028,"Product 1028","Product description 1028",2,157.52,"Product-1028",8
1029,"Product 1029","Product description 1029",11,219.62,"Product-1029",18
1030,"Product 1030","Product description 1030",16,237.94,"Product-1030",3
1031,"Product 1031","Product description 1031",11,88.18,"Product-1031",6
1032,"Product 1032","Product description 1032",34,361.42,"Product-1032",18
1033,"Product 1033","Product description 1033",44,186.12,"Product-1033",1
1034,"Product 1034","Product description 1034",33,59.76,"Product-1034",5
1035,"Product 1035","Product description 1035",27,385.88,"Product-1035",19
1036,"Product 1036","Product description 1036",48,261.64,"Product-1036",16
1037,"Product 1037","Product description 1037",39,31.36,"Product-1037",9
1038,"Product 1038","Product description 1038",25,192.94,"Product-1038",2
1039,"Product 1039","Product description 1039",11,109.96,"Product-1039",12
1040,"Product 1040","Product description 1040",30,381.62,"Product-1040",20
1041,"Product 1041","Product description 1041",45,102.78,"Product-1041",8
1042,"Product 1042","Product description 1042",42,181.44,"Product-1042",2
1043,"Product 1043","Product description 1043",20,383.68,"Product-1043",10
1044,"Product 1044","Product description 1044",13,362.58,"Product-1044",20
1045,"Product 1045","Product description 1045",2,139.62,"Product-1045",16
1046,"Product 1046","Product description 1046",38,218.66,"Product-1046",3
1047,"Product 1047","Product description 1047",5,117.88,"Product-1047",17
1048,"Product 1048","Product description 1048",30,196.52,"Product-1048",17
1049,"Product 1049","Product description 1049",49,342.26,"Product-1049",4
1050,"Product 1050","Product description 1050",50,146.02,"Product-1050",6
1051,"Product 1051","Product description 1051",31,253.28,"Product-1051",9
1052,"Product 1052","Product description 1052",6,26.62,"Product-1052",19
1053,"Product 1053","Product description 1053",9,143.9,"Product-1053",19
1054,"Product 1054","Product description 1054",22,367.68,"Product-1054",1
1055,"Product 1055","Product description 1055",14,228.72,"Product-1055",11
1056,"Product 1056","Product description 1056",23,343.9,"Product-1056",18
1057,"Product 1057","Product description 1057",21,260.26,"Product-1057",15
1058,"Product 1058","Product description 1058",44,233.8,"Product-1058",18
1059,"Product 1059","Product description 1059",9,106.32,"Product-1059",8
1060,"Product 1060","Product description 1060",34,35.3,"Product-1060",3
1061,"Product 1061","Product description 1061",19,69.12,"Product-1061",5
1062,"Product 1062","Product description 1062",42,143.02,"Product-1062",19
1063,"Product 1063","Product description 1063",31,11.54,"Product-1063",6
1064,"Product 1064","Product description 1064",32,301.74,"Product-1064",4
1065,"Product 1065","Product description 1065",28,393.52,"Product-1065",7
1066,"Product 1066","Product description 1066",43,142.56,"Product-1066",6
1067,"Product 1067","Product description 1067",22,118.48,"Product-1067",13
1068,"Product 1068","Product description 1068",7,116.78,"Product-1068",16
1069,"Product 1069","Product description 1069",50,389.22,"Product-1069",13
1070,"Product 1070","Product description 1070",2,193.5,"Product-1070",10
1071,"Product 1071","Product description 1071",17,306.68,"Product-1071",1
1072,"Product 1072","Product description 1072",35,192.38,"Product-1072",9
1073,"Product 1073","Product description 1073",21,363.66,"Product-1073",15
1074,"Product 1074","Product description 1074",50,173.14,"Product-1074",10
1075,"Product 1075","Product description 1075",28,119.88,"Product-1075",11
1076,"Product 1076","Product description 1076",15,51.96,"Product-1076",11
1077,"Product 1077","Product description 1077",10,48.26,"Product-1077",3
1078,"Product 1078","Product description 1078",19,269.72,"Product-1078",2
1079,"Product 1079","Product description 1079",46,159.64,"Product-1079",5
1080,"Product 1080","Product description 1080",21,386.2,"Product-1080",18
1081,"Product 1081","Product description 1081",45,170.34,"Product-1081",14
1082,"Product 1082","Product description 1082",45,305.66,"Product-1082",10
1083,"Product 1083","Product description 1083",13,42.06,"Product-1083",12
1084,"Product 1084","Product description 1084",11,210.26,"Product-1084",18
1085,"Product 1085","Product description 1085",11,18.62,"Product-1085",2
1086,"Product 1086","Product description 1086",10,103.3,"Product-1086",14
1087,"Product 1087","Product description 1087",14,389.04,"Product-1087",2
1088,"Product 1088","Product description 1088",27,69.58,"Product-1088",14
1089,"Product 1089","Product description 1089",41,295.86,"Product-1089",11
1090,"Product 1090","Product description 1090",27,350.56,"Product-1090",9
1091,"Product 1091","Product description 1091",3,383.52,"Product-1091",14
1092,"Product 1092","Product description 1092",31,123.94,"Product-1092",9
1093,"Product 1093","Product description 1093",2,133.76,"Product-1093",5
1094,"Product 1094","Product description 1094",14,343.14,"Product-1094",12
1095,"Product 1095","Product description 1095",20,291.9,"Product-1095",4
1096,"Product 1096","Product description 1096",36,282.58,"Product-1096",6
1097,"Product 1097","Product description 1097",2,320.64,"Product-1097",14
1098,"Product 1098","Product description 1098",30,13.98,"Product-1098",18
1099,"Product 1099","Product description 1099",35,81.84,"Product-1099",10
1100,"Product 1100","Product description 1100",40,106.6,"Product-1100",14
1101,"Product 1101","Product description 1101",14,153.68,"Product-1101",16
1102,"Product 1102","Product description 1102",44,292.56,"Product-1102",2
1103,"Product 1103","Product description 1103",19,91.44,"Product-1103",8
1104,"Product 1104","Product description 1104",3,339.52,"Product-1104",18
1105,"Product 1105","Product description 1105",3,159.1,"Product-1105",2
1106,"Product 1106","Product description 1106",34,173.92,"Product-1106",13
1107,"Product 1107","Product description 1107",5,28.76,"Product-1107",18
1108,"Product 1108","Product description 1108",24,247.64,"Product-1108",1
1109,"Product 1109","Product description 1109",34,132.58,"Product-1109",9
1110,"Product 1110","Product description 1110",38,261.08,"Product-1110",12
1111,"Product 1111","Product description 1111",6,47.18,"Product-1111",15
1112,"Product 1112","Product description 1112",13,36.3,"Product-1112",6
1113,"Product 1113","Product description 1113",15,147.88,"Product-1113",3
1114,"Product 1114","Product description 1114",49,260.28,"Product-1114",12
1115,"Product 1115","Product description 1115",10,284.42,"Product-1115",1
1116,"Product 1116","Product description 1116",34,40.5,"Product-1116",18
1117,"Product 1117","Product description 1117",42,91.24,"Product-1117",3
1118,"Product 1118","Product description 1118",35,308.58,"Product-1118",1
1119,"Product 1119","Product description 1119",37,111.66,"Product-1119",12
1120,"Product 1120","Product description 1120",44,63.76,"Product-1120",16
1121,"Product 1121","Product description 1121",28,112.04,"Product-1121",10
1122,"Product 1122","Product description 1122",7,281.06,"Product-1122",19
1123,"Product 1123","Product description 1123",15,277.78,"Product-1123",18
1124,"Product 1124","Product description 1124",31,172.4,"Product-1124",3
1125,"Product 1125","Product description 1125",27,170.56,"Product-1125",12
1126,"Product 1126","Product description 1126",4,192.86,"Product-1126",3
1127,"Product 1127","Product description 1127",30,232.62,"Product-1127",19
1128,"Product 1128","Product description 1128",26,280.14,"Product-1128",8
1129,"Product 1129","Product description 1129",50,241.22,"Product-1129",5
1130,"Product 1130","Product description 1130",6,131.48,"Product-1130",20
1131,"Product 1131","Product description 1131",8,158.6,"Product-1131",6
1132,"Product 1132","Product description 1132",6,283.14,"Product-1132",4
1133,"Product 1133","Product description 1133",3,187.22,"Product-1133",12
1134,"Product 1134","Product description 1134",37,367.82,"Product-1134",4
1135,"Product 1135","Product description 1135",27,205.88,"Product-1135",4
1136,"Product 1136","Product description 1136",10,22.72,"Product-1136",16
1137,"Product 1137","Product description 1137",26,370.18,"Product-1137",20
1138,"Product 1138","Product description 1138",33,372.24,"Product-1138",2
1139,"Product 1139","Product description 1139",16,346.06,"Product-1139",6
1140,"Product 1140","Product description 1140",23,393.96,"Product-1140",3
1141,"Product 1141","Product description 1141",40,234.8,"Product-1141",8
1142,"Product 1142","Product description 1142",8,241.96,"Product-1142",9
1143,"Product 1143","Product description 1143",46,96.18,"Product-1143",12
1144,"Product 1144","Product description 1144",44,85.42,"Product-1144",2
1145,"Product 1145","Product description 1145",10,185.5,"Product-1145",16
1146,"Product 1146","Product description 1146",42,152.12,"Product-1146",14
1147,"Product 1147","Product description 1147",39,315.24,"Product-1147",2
1148,"Product 1148","Product description 1148",7,336.02,"Product-1148",11
1149,"Product 1149","Product description 1149",15,176.24,"Product-1149",1
1150,"Product 1150","Product description 1150",23,30.6,"Product-1150",7
1151,"Product 1151","Product description 1151",35,223.94,"Product-1151",20
1152,"Product 1152","Product description 1152",18,249.34,"Product-1152",13
1153,"Product 1153","Product description 1153",45,135.06,"Product-1153",5
1154,"Product 1154","Product description 1154",45,221.78,"Product-1154",19
1155,"Product 1155","Product description 1155",6,308.34,"Product-1155",10
1156,"Product 1156","Product description 1156",31,285.6,"Product-1156",5
1157,"Product 1157","Product description 1157",10,358.08,"Product-1157",17
1158,"Product 1158","Product description 1158",47,336.84,"Product-1158",19
1159,"Product 1159","Product description 1159",6,310.22,"Product-1159",1
1160,"Product 1160","Product description 1160",42,224.3,"Product-1160",15
1161,"Product 1161","Product description 1161",44,153.66,"Product-1161",18
1162,"Product 1162","Product description 1162",20,228.7,"Product-1162",4
1163,"Product 1163","Product description 1163",42,47.16,"Product-1163",14
1164,"Product 1164","Product description 1164",18,351.76,"Product-1164",8
1165,"Product 1165","Product description 1165",14,222.26,"Product-1165",11
1166,"Product 1166","Product description 1166",44,231.9,"Product-1166",16
1167,"Product 1167","Product description 1167",3,91.58,"Product-1167",9
1168,"Product 1168","Product description 1168",14,175.36,"Product-1168",11
1169,"Product 1169","Product description 1169",39,321.8,"Product-1169",10
1170,"Product 1170","Product description 1170",47,158.62,"Product-1170",14
1171,"Product 1171","Product description 1171",9,59.46,"Product-1171",2
1172,"Product 1172","Product description 1172",16,66.88,"Product-1172",15
1173,"Product 1173","Product description 1173",44,31.56,"Product-1173",6
1174,"Product 1174","Product description 1174",25,394.32,"Product-1174",4
1175,"Product 1175","Product description 1175",40,205.22,"Product-1175",8
1176,"Product 1176","Product description 1176",22,90.44,"Product-1176",19
1177,"Product 1177","Product description 1177",47,381.4,"Product-1177",3
1178,"Product 1178","Product description 1178",27,124.02,"Product-1178",7
1179,"Product 1179","Product description 1179",8,91.84,"Product-1179",11
1180,"Product 1180","Product description 1180",5,175.8,"Product-1180",13
1181,"Product 1181","Product description 1181",9,179.34,"Product-1181",10
1182,"Product 1182","Product description 1182",43,160.34,"Product-1182",4
1183,"Product 1183","Product description 1183",22,249.86,"Product-1183",9
1184,"Product 1184","Product description 1184",0,93.8,"Product-1184",4
1185,"Product 1185","Product description 1185",32,192.68,"Product-1185",14
1186,"Product 1186","Product description 1186",28,194.54,"Product-1186",6
1187,"Product 1187","Product description 1187",45,375.3,"Product-1187",5
1188,"Product 1188","Product description 1188",50,275.12,"Product-1188",3
1189,"Product 1189","Product description 1189",37,226.78,"Product-1189",16
1190,"Product 1190","Product description 1190",16,76.42,"Product-1190",10
1191,"Product 1191","Product description 1191",13,380.18,"Product-1191",7
1192,"Product 1192","Product description 1192",2,264.66,"Product-1192",9
1193,"Product 1193","Product description 1193",6,74.06,"Product-1193",13
1194,"Product 1194","Product description 1194",14,325.3,"Product-1194",12
1195,"Product 1195","Product description 1195",49,69.86,"Product-1195",13
1196,"Product 1196","Product description 1196",40,122.36,"Product-1196",14
1197,"Product 1197","Product description 1197",38,292.56,"Product-1197",15
1198,"Product 1198","Product description 1198",23,161.68,"Product-1198",13
1199,"Product 1199","Product description 1199",20,46.44,"Product-1199",18
1200,"Product 1200","Product description 1200",8,322.96,"Product-1200",10
1201,"Product 1201","Product description 1201",50,211.8,"Product-1201",15
1202,"Product 1202","Product description 1202",26,17.56,"Product-1202",11
1203,"Product 1203","Product description 1203",22,170.92,"Product-1203",8
1204,"Product 1204","Product description 1204",13,115.04,"Product-1204",4
1205,"Product 1205","Product description 1205",17,303.02,"Product-1205",16
1206,"Product 1206","Product description 1206",19,339.68,"Product-1206",20
1207,"Product 1207","Product description 1207",40,354.02,"Product-1207",15
1208,"Product 1208","Product description 1208",46,377,"Product-1208",14
1209,"Product 1209","Product description 1209",38,103.04,"Product-1209",15
1210,"Product 1210","Product description 1210",4,194.98,"Product-1210",17
1211,"Product 1211","Product description 1211",32,35.34,"Product-1211",4
1212,"Product 1212","Product description 1212",24,328.08,"Product-1212",3
1213,"Product 1213","Product description 1213",19,286.68,"Product-1213",20
1214,"Product 1214","Product description 1214",28,204.26,"Product-1214",4
1215,"Product 1215","Product description 1215",27,28.72,"Product-1215",4
1216,"Product 1216","Product description 1216",25,200.8,"Product-1216",6
1217,"Product 1217","Product description 1217",22,205,"Product-1217",3
1218,"Product 1218","Product description 1218",21,46.92,"Product-1218",1
1219,"Product 1219","Product description 1219",20,38.32,"Product-1219",11
1220,"Product 1220","Product description 1220",32,374.2,"Product-1220",4
1221,"Product 1221","Product description 1221",41,21.26,"Product-1221",7
1222,"Product 1222","Product description 1222",42,196.64,"Product-1222",13
1223,"Product 1223","Product description 1223",49,245.08,"Product-1223",2
1224,"Product 1224","Product description 1224",36,386.1,"Product-1224",16
1225,"Product 1225","Product description 1225",40,235.06,"Product-1225",1
1226,"Product 1226","Product description 1226",21,147.9,"Product-1226",2
1227,"Product 1227","Product description 1227",4,197.8,"Product-1227",11
1228,"Product 1228","Product description 1228",47,212.04,"Product-1228",15
1229,"Product 1229","Product description 1229",46,384.16,"Product-1229",18
1230,"Product 1230","Product description 1230",23,136.7,"Product-1230",10
1231,"Product 1231","Product description 1231",24,23.68,"Product-1231",11
1232,"Product 1232","Product description 1232",40,300.74,"Product-1232",3
1233,"Product 1233","Product description 1233",14,216.56,"Product-1233",18
1234,"Product 1234","Product description 1234",15,7.26,"Product-1234",3
1235,"Product 1235","Product description 1235",12,284.9,"Product-1235",12
1236,"Product 1236","Product description 1236",33,18.06,"Product-1236",20
1237,"Product 1237","Product description 1237",36,116.9,"Product-1237",14
1238,"Product 1238","Product description 1238",7,104.36,"Product-1238",6
1239,"Product 1239","Product description 1239",5,365.78,"Product-1239",10
1240,"Product 1240","Product description 1240",25,61.9,"Product-1240",4
1241,"Product 1241","Product description 1241",9,383.36,"Product-1241",18
1242,"Product 1242","Product description 1242",46,291.18,"Product-1242",17
1243,"Product 1243","Product description 1243",12,157.22,"Product-1243",2
1244,"Product 1244","Product description 1244",3,399.34,"Product-1244",10
1245,"Product 1245","Product description 1245",42,308.74,"Product-1245",6
1246,"Product 1246","Product description 1246",17,29.46,"Product-1246",17
1247,"Product 1247","Product description 1247",36,357.12,"Product-1247",6
1248,"Product 1248","Product description 1248",19,176.7,"Product-1248",13
1249,"Product 1249","Product description 1249",39,266.44,"Product-1249",6
1250,"Product 1250","Product description 1250",34,9.7,"Product-1250",13
1251,"Product 1251","Product description 1251",41,395.9,"Product-1251",14
1252,"Product 1252","Product description 1252",3,330.84,"Product-1252",11
1253,"Product 1253","Product description 1253",6,337.66,"Product-1253",9
1254,"Product 1254","Product description 1254",8,205.86,"Product-1254",7
1255,"Product 1255","Product description 1255",1,237.46,"Product-1255",12
1256,"Product 1256","Product description 1256",44,180.08,"Product-1256",4
1257,"Product 1257","Product description 1257",20,234.88,"Product-1257",4
1258,"Product 1258","Product description 1258",13,10.26,"Product-1258",10
1259,"Product 1259","Product description 1259",35,10.08,"Product-1259",5
1260,"Product 1260","Product description 1260",27,327.52,"Product-1260",4
1261,"Product 1261","Product description 1261",32,246.56,"Product-1261",18
1262,"Product 1262","Product description 1262",31,319.1,"Product-1262",18
1263,"Product 1263","Product description 1263",15,286.96,"Product-1263",6
1264,"Product 1264","Product description 1264",7,378.14,"Product-1264",16
1265,"Product 1265","Product description 1265",44,257.28,"Product-1265",6
1266,"Product 1266","Product description 1266",15,93.14,"Product-1266",1
1267,"Product 1267","Product description 1267",34,379.3,"Product-1267",15
1268,"Product 1268","Product description 1268",31,252.06,"Product-1268",4
1269,"Product 1269","Product description 1269",45,269.62,"Product-1269",5
1270,"Product 1270","Product description 1270",39,43.74,"Product-1270",5
1271,"Product 1271","Product description 1271",34,210.72,"Product-1271",7
1272,"Product 1272","Product description 1272",26,235.68,"Product-1272",8
1273,"Product 1273","Product description 1273",22,153.76,"Product-1273",16
1274,"Product 1274","Product description 1274",40,127.38,"Product-1274",7
1275,"Product 1275","Product description 1275",35,311.62,"Product-1275",5
1276,"Product 1276","Product description 1276",14,307.5,"Product-1276",6
1277,"Product 1277","Product description 1277",30,397.38,"Product-1277",5
1278,"Product 1278","Product description 1278",39,60.56,"Product-1278",10
1279,"Product 1279","Product description 1279",15,399.32,"Product-1279",10
1280,"Product 1280","Product description 1280",0,329.64,"Product-1280",20
1281,"Product 1281","Product description 1281",11,250.42,"Product-1281",1
1282,"Product 1282","Product description 1282",24,32.82,"Product-1282",19
1283,"Product 1283","Product description 1283",8,230.8,"Product-1283",18
1284,"Product 1284","Product description 1284",12,56.92,"Product-1284",18
1285,"Product 1285","Product description 1285",11,63.72,"Product-1285",14
1286,"Product 1286","Product description 1286",16,107.16,"Product-1286",13
1287,"Product 1287","Product description 1287",16,77.94,"Product-1287",17
1288,"Product 1288","Product description 1288",45,28.9,"Product-1288",13
1289,"Product 1289","Product description 1289",33,212.92,"Product-1289",2
1290,"Product 1290","Product description 1290",14,375.22,"Product-1290",13
1291,"Product 1291","Product description 1291",35,394.26,"Product-1291",5
1292,"Product 1292","Product description 1292",35,160.28,"Product-1292",5
1293,"Product 1293","Product description 1293",35,250.02,"Product-1293",7
1294,"Product 1294","Product description 1294",4,268.82,"Product-1294",18
1295,"Product 1295","Product description 1295",46,9.34,"Product-1295",8
1296,"Product 1296","Product description 1296",32,159.24,"Product-1296",13
1297,"Product 1297","Product description 1297",7,124.46,"Product-1297",3
1298,"Product 1298","Product description 1298",21,374.88,"Product-1298",19
1299,"Product 1299","Product description 1299",48,80.78,"Product-1299",8
1300,"Product 1300","Product description 1300",8,53.4,"Product-1300",6
1301,"Product 1301","Product description 1301",2,93.72,"Product-1301",1
1302,"Product 1302","Product description 1302",20,217.5,"Product-1302",7
1303,"Product 1303","Product description 1303",28,204.64,"Product-1303",12
1304,"Product 1304","Product description 1304",11,372.04,"Product-1304",7
1305,"Product 1305","Product description 1305",8,103.46,"Product-1305",16
1306,"Product 1306","Product description 1306",27,266.8,"Product-1306",2
1307,"Product 1307","Product description 1307",49,232.88,"Product-1307",15
1308,"Product 1308","Product description 1308",25,287.02,"Product-1308",1
1309,"Product 1309","Product description 1309",29,211.32,"Product-1309",12
1310,"Product 1310","Product description 1310",0,257.96,"Product-1310",10
1311,"Product 1311","Product description 1311",39,390.68,"Product-1311",16
1312,"Product 1312","Product description 1312",1,165.38,"Product-1312",8
